Year..yyyy.,Missing.data..see.colored.cell.,Metal.Band....top..right.leg...xxxx.xxxxx.,Color.bands..RFID..top.....bottom...ABC.,Sex..M.F.,Date..mm.dd.yy.,Time..military...07.45.,Year..yyyy..1,Location..F..MN..NB....yellow.if.snap.trapped.in.NB..thus.a.breeder.,Status..New.Prev.year..Rs.not.entered.here..N.P.,IA.STATUS..If..P...was.it.even.an.IA..Note..An.IA.s.first..R..of.season.requires.all.measures...IA...,If..P...Age.when.first.caught..nestling...HY..SY..ASY..AHY.,If..P...Year.first.caught..yyyy.,If..P...Location.first.caught..F..MN..NB...,Exact.year.of.life..if.known....,Age..see.guide...Nestling.HY..SY..ASY..AHY.,Color.crest..3blk.2drk.grey.1lt.grey.,Color.base.lower.mandible..3blk.2drk.grey.1lt.grey.,Tarsus..10th.mm...xx.x.,Wing..10th.mm...xx.x.,Who.measured.tars.wing..initials.,Blood.Taken..Y.Need......na.,Tail.feather.pulled..3rd.from.bird.s.right....Y.N.,Spec..Y.N.,Crest.photo..Y.N.,Mass..10th.g...xx.x.,RFID....bottom..right.leg...xxxxxxxxxx.,BREEDING.in.current.year..LOCATION..NB..,BREEDING.in..current.year..PARTNER..metal..color......ABC.,Bred..in.PAST..YEAR..yyyy.,Bred..in.PAST..LOCATION..NB..,Bred..in.PAST..PARTNER....metal..color.......ABC.,Notes,Other.Notes,Recapture.date..mm.dd.yy.,Recapture.location..F..MN..NB..,X,X.1,X.2,X.3,X.4,X.5,X.6,X.7,X.8,X.9,X.10,X.11,X.12,X.13
2023,,3011-89291,CLS,M,06/05/23,,2023,NB49,N,,,,,,Nestling,.,.,21.1,.,"JM, OS, IC, AS, UE",Y,.,.,.,18.1,3B0018B9D0,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89292,CGY,M,06/05/23,,2023,NB42,N,,,,,,Nestling,.,.,20.1,.,"JM, OS, IC, AS, UE",Y,.,.,.,18.3,3B0018D03C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89293,CGW,M,06/05/23,,2023,NB42,N,,,,,,Nestling,.,.,20.9,.,"JM, OS, IC, AS, UE",Y,.,.,.,17.7,3B0018E76A,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89294,CGS,M,06/05/23,,2023,NB42,N,,,,,,Nestling,.,.,20.5,.,"JM, OS, IC, AS, UE",Y,.,.,.,17.8,3B0018C5DF,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89295,CNT,M,06/05/23,,2023,NB42,N,,,,,,Nestling,.,.,20.4,.,"JM, OS, IC, AS, UE",Y,.,.,.,17.7,3B0018FC07,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89296,SBB,M,06/06/23,,2023,NB30,N,,,,,,Nestling,.,.,20.6,.,"OS, MH",Y,.,.,.,17.4,3B001925DB,,,,,,"Very lethargic, slow/tired, little blood",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89297,SBR,F,06/06/23,,2023,NB30,N,,,,,,Nestling,.,.,20.6,.,"OS, MH",Y,.,.,.,16.1,3B0018AC00,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89300,SBL,F,06/06/23,,2023,NB30,N,,,,,,Nestling,.,.,20.5,.,"OS, MH",Y,.,.,.,16.5,3B0018FFDD,,,,,,,"The box for the date keeps correcting to wrong format, sorry",,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89301,SBY,,06/06/23,,2023,NB30,N,,,,,,Nestling,.,.,20.7,.,"OS, MH",Y,.,.,.,16.7,3B0019063D,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89302,SBW,M,06/06/23,,2023,NB71,N,,,,,,Nestling,.,.,20.8,.,"OS, MH",Y,.,.,.,18.5,3B004B2096,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89303,SBT,F,06/06/23,,2023,NB71,N,,,,,,Nestling,.,.,19.6,.,"OS, MH",Y,.,.,.,16.9,3B00182690,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89304,SBO,F,06/06/23,,2023,NB71,N,,,,,,Nestling,.,.,19.6,.,"OS, MH",Y,.,.,.,16.2,3B0018790E,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89305,SBS,,06/06/23,,2023,NB71,N,,,,,,Nestling,.,.,19.9,.,"OS, MH",Y,.,.,.,15.6,3B00182483,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89306,SBN,F,06/06/23,,2023,NB71,N,,,,,,Nestling,.,.,19.7,.,"OS, MH",Y,.,.,.,16.2,3B0019B2DF,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89307,SRB,,06/06/23,,2023,NB74,N,,,,,,Nestling,.,.,19.6,.,"OS, MH",Y,.,.,.,13.8,3B00184C16,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89308,SRR,,06/06/23,,2023,NB74,N,,,,,,Nestling,.,.,18.5,.,"OS, MH",Y,.,.,.,12.3,3B00192053,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89309,SRS,,06/06/23,,2023,NB74,N,,,,,,Nestling,.,.,19.3,.,"OS, MH",Y,.,.,.,14.2,3B00185D61,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89310,SRT,F,06/06/23,,2023,NB74,N,,,,,,Nestling,.,.,19.5,.,"OS, MH",Y,.,.,.,14.3,3B00181A03,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89311,SRO,M,06/06/23,,2023,NB74,N,,,,,,Nestling,.,.,18.9,.,"OS, MH",Y,.,.,.,14.9,3B001860B8,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89312,SRN,,06/07/23,,2023,NB14,N,,,,,,Nestling,.,.,18.7,.,"MH, OS, UE",Y,.,.,.,15.0,3B00190F23,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89313,SLL,,06/07/23,,2023,NB14,N,,,,,,Nestling,.,.,19.0,.,"MH, OS, UE",Y,.,.,.,14.7,3B0048B55E,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89315,SYB,,06/07/23,,2023,NB14,N,,,,,,Nestling,.,.,19.8,.,"MH, OS, UE",Y,.,.,.,16.4,3B00186857,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89316,SLS,,06/07/23,,2023,NB14,N,,,,,,Nestling,.,.,18.8,.,"MH, OS, UE",Y,.,.,.,14.9,3B004D1FA5,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89317,SLN,,06/07/23,,2023,NB14,N,,,,,,Nestling,.,.,16.4,.,"MH, OS, UE",Y,.,.,.,12.7,3B00182082,,,,,,"Abnormally small, long legs",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89318,PBP (was PBB),M,06/07/23,,2023,NB18,N,,,,,,Nestling,.,.,20.3,.,"MH, OS, UE, OS",Y,Y,.,.,19.9,01103FE44F,,,,,,,Color bands changed from PBB to PBP 04/22/26,"06/13/24. 11/03/24, 11/17/24",FR,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89319,PBR,,06/07/23,,2023,NB18,N,,,,,,Nestling,.,.,20.3,.,"MH, OS, UE",Y,.,.,.,19.7,01103FE553,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89320,PBL,,06/07/23,,2023,NB18,N,,,,,,Nestling,.,.,20.7,.,"MH, OS, UE",Y,.,.,.,19.8,01103FDB76,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89321,PBY,,06/07/23,,2023,NB18,N,,,,,,Nestling,.,.,19.1,.,"MH, OS, UE",Y,.,.,.,18.3,01103FD7C7,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"VERIFY AND MAYBE CHANGE BANDS. First verify bands of birds in hand and write that down (metal and color),  and re-band if actually is PBW, as that would be a repeat band combo, and needs totally new combo. NOTE HOW YOU FIXED THIS ON THE PAPER DATA SHEET ",3011-89322,PBW,,06/07/23,,2023,NB18,N,,,,,,Nestling,.,.,20.2,.,"MH, OS, UE",Y,.,.,.,18.7,01103FE6AC,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,repeat color bands… NOTE HOW YOU FIXED THIS THIS ON THE PAPER DATA SHEET ,2441-02106,RBB,,06/09/23,,2023,NB26,R,,,,,,ASY,3,3,.,.,"OS, IC",.,.,.,.,19.7,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89323,PBT,F,06/09/23,,2023,NB6,N,,,,,,AHY,2,2,20.0,70.1,"MH, UE",Y,.,.,.,18.3,01103FE244,,,,,,,,"6/28/23, 7/7/23, 7/10/23, 7/19/2023","FE, FE, FF, FE",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,#VALUE!,PBO,,06/09/23,,2023,NB6,N,,,,,,AHY,3,3,22.5,77.0,"MH, UE",Y,.,.,.,20.7,01103FDE0A,,,,,,7/29/23: Caught with PYB,"7/4/23: had swollen legs. 7/10: ""Big feet""","6/19/23, 7/4/23, 7/10/23, 7/19/2023, 7/29/23","F2, FE, FE, FE, FE",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,NEED BLOOD,3011-89325,PBS,,06/12/23,,2023,NB52,N,,,,,,AHY,3,3,22.0,71.0,"OS, IC, JM",Y,.,.,.,18.7,01103FDFF0,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89326,PBN,F,06/12/23,,2023,NB58,N,,,,,,AHY,2,1,20.1,73.0,"OS, IC, JM",Y,.,.,.,16.0,01103FE1FB,,,,,,Other parent unbanded 70% confidence,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89327,PRB,,06/14/23,,2023,F6,N,,,,,,HY,1,1,22.3,77.0,"OS, IC, AS",Y,.,.,.,18.2,01103FE3EF,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2711-56781,SST,,06/14/23,,2023,F101,R,,,,,,.,.,.,.,.,"IC, OS, AS",.,.,.,.,.,01103FD874,,,,,,"2021 banded ASY, ~5 y/o? has been captured many times (F7, F6, F7...)",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89328,PRR,F,06/14/23,,2023,F4,N,,,,,,HY,1,1,20.2,81.0,"IC, OS, AS",Y,.,.,.,16.3,01103FE19B,,,,,,Caught with PTW,"(1st recapture) We are technically not sure if this is the exact PYR because it flew away before we could read its number, however we are very confident this is the bird because it was young, and there are not earlier PRRs in this sheet.","6/28/23, 6/30/23, 7/3/23, 7/4/23, 7/6/23, 7/7/23, 7/10/23, 7/19/2023, 7/29/23, 9/10/23, 10/29/23","FH, FH, FH, FH, FH, FH, FH, FH, FH, FH, FH",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2691-21812,CNL,,06/14/23,,2023,F6,R,,,,,,AHY,2,2,19.8,80.0,"IC, OS, AS",Y,.,.,.,17.0,3B00181942,,,,,,"The blood, mass, and tarsus (in purple) were taken 7/3/23",,7/3/23,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89266,GRR,M,06/14/23,,2023,F101,R,,,,,,HY,.,.,.,.,"IC, OS, AS",.,.,.,.,.,. ,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89329,PRL,,06/14/23,,2023,F6,N,,,,,,HY,1,1,19.2,70.0,"IC, OS, AS",Y,.,.,.,17.9,01103FD8F8,,,,,,"""loud little man"" 7/10: ""sad and squeaky""",,"6/28/23, 6/30/23, 6/30/23, 7/4/23, 7/7/23, 7/10/23","FJ, FK, FJ, FK, FI, FI",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89330,PRY,M,06/16/23,,2023,NB26,N,,,,,,Nestling,.,.,19.0,.,"OS, MH, IC, UE",Y,.,.,.,14.6,01103FE359,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89331,PRW,F,06/16/23,,2023,NB26,N,,,,,,Nestling,.,.,18.8,.,"OS, MH, IC, UE",Y,.,.,.,15.3,01103FD964,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89332,PRT,,06/16/23,,2023,NB26,N,,,,,,Nestling,.,.,20.3,.,"OS, MH, IC, UE",Y,.,.,.,16.8,01103FE778,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89333,PRO,,06/16/23,,2023,NB26,N,,,,,,Nestling,.,.,18.9,.,"OS, MH, IC, UE",Y,.,.,.,15.0,01103FDDF2,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89334,PRS,,06/16/23,,2023,NB26,N,,,,,,Nestling,.,.,19.8,.,"OS, MH, IC, UE",Y,.,.,.,14.7,01103FD9CB,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89335,PRN,M,06/16/23,,2023,NB58,N,,,,,,Nestling,.,.,18.9,.,"OS, UE, MH",Y,.,.,.,12.2,01103FDDCD,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89336,PLB,,06/16/23,,2023,NB58,N,,,,,,Nestling,.,.,19.4,.,"OS, UE, MH",Y,.,.,.,12.1,01103FE19A,,,,,,Strange veins,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89337,PLR,F,06/16/23,,2023,NB58,N,,,,,,Nestling,.,.,19.0,.,"OS, UE, MH",Y,.,.,.,10.2,01103FE61E,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89338,PLL,M,06/16/23,,2023,NB52,N,,,,,,Nestling,.,.,20.0,.,"OS, UE, MH",Y,.,.,.,17.5,01103FDC4E,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89339,PLY,,06/16/23,,2023,NB52,N,,,,,,Nestling,.,.,20.3,.,"OS, UE, MH",Y,.,.,.,16.9,01103FE581,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89340,PLW,,06/16/23,,2023,NB52,N,,,,,,Nestling,.,.,19.8,.,"OS, UE, MH",Y,.,.,.,16.6,01103FDC8D,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89341,PLT,F,06/16/23,,2023,NB52,N,,,,,,Nestling,.,.,20.5,.,"OS, UE, MH",Y,.,.,.,15.8,01103FE43C,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89342,PLO,,06/16/23,,2023,NB52,N,,,,,,Nestling,.,.,20.5,.,"OS, UE, MH",Y,.,.,.,17.4,01103FE138,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89343,PLS,M,06/19/23,,2023,NB6,N,,,,,,Nestling,.,.,20.8,.,"JM, OS, AS",Y,.,.,.,17.8,01103FE2F4,,,,,,,,9/10/23,FE,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89344,PLN,F,06/19/23,,2023,NB6,N,,,,,,Nestling,.,.,19.8,.,"JM, OS, AS",Y,.,.,.,16.2,01103FE259,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89345,PYB,M,06/19/23,,2023,NB6,N,,,,,,Nestling,.,.,20.7,.,"JM, OS, AS",Y,.,.,.,17.1,01103FD9B8,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89346,PYR,,06/19/23,,2023,F2,N,,,,,,HY,1,1,19.4,71.0,"JM, OS, AS",Y,.,.,.,16.4,01103FDAF0,,,,,,Potentially PYL's (below) child. 7/10/23: Caught with PYT and PYW,,"6/28/23, 7/10/23, 7/19/2023","FC, FG, FD",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89347,PYL,M,06/19/23,,2023,F2,N,,,,,,AHY,3,3,20.8,75.0,"JM, OS, AS",Y,.,.,.,19.7,01103FDD69,,,,,,Potentially PYR's (above) parent,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89348,PYY,,06/19/23,,2023,F1,N,,,,,,HY,1,1,21.6,75.0,"JM, OS, AS",Y,.,.,.,18.7,01103FE361,,,,,,7/7/23: Caught with PNT and PYW,,"6/26/2023, 6/28/23, 6/28/23, 7/6/23,7/7/23, 7/7/23, 7/10/23, 7/19/2023","FD, FE, FD, FD, FD, FE, FD, FD",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89349,PYW,,06/19/23,,2023,F1,N,,,,,,HY,1,1,20.5,77.0,"JM, OS, AS",Y,.,.,.,19.2,01103FDEC9,,,,,,7/4/23: Captured w/ PYT. 7/7/23: Captured with PYY and PNT. 7/10/23: Captured with PYR and PYT.,,"6/28/23, 7/4/23, 7/7/23, 7/7/23, 7/10/23, 7/19/2023","FD, FD, FD, FE, FG, FD",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89328,PRR,F,06/19/23,,2023,F4,R,,,,,,.,.,.,.,.,"JM, OS, AS",.,.,.,.,.,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2711-56888,GDW (was GYW),M,06/19/23,,2023,F7,R,,,,,,AHY,.,.,.,.,"JM, OS, AS",.,.,.,.,.,.,,,,,,Recapture data earlier up,band combo changed from GYW to GDW 05/29/25,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89350,PYT,,06/19/23,,2023,F2,N,,,,,,HY,1,1,20.5,72.0,"JM, OS, AS",Y,.,.,.,16.8,01103FE628,,,,,,7/4/23: Captured w/ PYW. 7/10/23: Caught with PYR and PYW.,,"6/28/23, 6/28/23, 7/4/23, 7/6/23, 7/7/2023, 7/10/23","FD, FD, FD, FE, FG",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89351,PYO,,06/19/23,,2023,F2,N,,,,,,HY,2,1,21.0,76.5,"JM, OS, AS",Y,.,.,.,19.6,01103FD7AE,,,,,,,,7/10/23,FD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89346,PYR,,06/26/23,,2023,FE,R,,,,,,HY,1,1,.,.,"JM, UE, IC",.,.,.,.,.,.,,,,,,,,6/28/23,FD,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89352,PYS,M,06/26/23,,2023,FC,N,,,,,,HY,1,1,21.7,72.0,"JM, UE, IC",Y,.,.,.,17.7,01103FD9D0,,,,,,7/4/23: Caught with PTB. 7/10/23: Sky band seems faded.,"Update: Crest 2, LM 2 9/24/23","6/28/23, 7/4/23, 7/6/23, 7/6/23, 7/10/23, 7/19/2023,9/24/23","FC, FC, FD, FC, FC, FD",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89353,PYN,F,06/26/23,,2023,FB,N,,,,,,HY,1,1,21.8,72.5,"JM, UE, IC",Y,.,.,.,17.2,01103FD86E,,,,,,N band may have fallen off - bird flew away. Update: captured and almost finished processing (still need blood). 7/3/23: Caught w/ PTR. 7/6: Black spot on head. 7/7/23: Caught with PNY,"No age written, but 2 1's, so definitely HY (confirmed by witness)","6/28/23, 7/4/23, 7/6/23, 7/6/23, 7/7/23, 7/10/23, 7/19/2023","FB, FB, FB, FC, FC, FB, FC",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2711-56781,SST,,06/26/23,,2023,FD,R,,,,,,AHY,3,.,.,.,"JM, UE, IC",.,.,.,.,.,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,"VERIFY AND MAYBE CHANGE BANDS. First verify bands of birds in hand and write that down (metal and color),  and re-band if actually is PBW, as that would be a repeat band combo, and needs totally new combo. NOTE HOW YOU FIXED THIS ON THE PAPER DATA SHEET ",3011-89354,PBWorPWB,F,06/28/23,,2023,FG,N,,,,,,HY,1,1,21.1,71.0,"JM, MH",Y,.,.,.,15.7,01103FE63F,,,,,,Very little black on crest,band combo needs to be verified (BW or WB),,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89355,PWR,,06/28/23,,2023,FE,N,,,,,,AHY,3,2,20.9,75.0,"JM, MH",Y,.,.,.,19.15,01103FE094,,,,,,"Very angry, Sighted in fountain at Don Bergquist's property  ~9/15/23; 29.6794251927621 -98.3322636053931. and again seen at their fountain 05_31_24",,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89356,PWL,,06/28/23,,2023,FI,N,,,,,,AHY,3,2,20.6,76.0,"JM, MH",Y,.,.,.,18.7,01103FDA2E,,,,,,"7/6/23: Fighting in trap with CBS,",,7/6/23,FI,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2691-21869,CRL,,06/30/23,,2023,FH,R,,,,,,AHY,3,2,.,71.0,"OS, UE, AS",.,.,.,.,.,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89373,PWY,,06/30/23,,2023,FU,N,,,,,,AHY,3,2,19.6,75.0,OS,Y,.,.,.,17.7,01103FDFF1,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2711-56888,GDW (was GYW),M,06/30/23,,2023,FL,R,,,,,,AHY,3,3,20.7,72.0,AS,Y,.,.,.,20.4,01103FB6DC,,,,,,Took blood 7/3/23,"Originally marked as ""P"" but caught a couple days ago",,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89374,PWW,,06/30/23,,2023,FI,N,,,,,,HY,1,1,20.4,71.1,UE,Y,.,.,.,18.2,01103FD952,,,,,,7/30: same trap as CBS. 7/7/23: Caught with PNO,"7/4/23: Technically did not get band number for 7/4 capture, but there is only one PWW so we are confident its this guy.","7/3/23, 7/3/23, 7/4/23, 7/6/23, 7/7/23, 7/10/23, 7/19/2023, 09/10/23","FJ, FH, FH, FJ, FI, FH, FH, FJ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89270,GRS,F,06/30/23,,2023,FK,R,,,,,,.,.,.,.,.,IC ,.,.,.,.,.,.,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2711-56781,SST,,06/30/23,,2023,FK,R,,,,,,ASY,3,3,20.6,77.5,IC,.,.,.,.,19.3,.,,,,,,,"Recorded as ""P"" but was caught a couple days ago",,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89357,PNN,F,06/30/23,,2023,FM,N,,,,,,HY,1,1,19.4,73.1,"IC, MH",Y,.,.,.,16.0,01103FE019,,,,,,Crest is on the darker side of a 1,,7/3/23,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89358,PNS,M,06/30/23,,2023,FI,N,,,,,,HY,1,1,19.7,79.0,"IC, MH",Y,.,.,.,18.3,01103F8AE9,,,,,,7/29/23: Caught with PNO,Rebadned sky becuase it faded to white.,"7/7/23, 7/29/23, 09/10/23, 10/29/23","FI, FI, FI, FI",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89359,PNO,,06/30/23,,2023,FK,N,,,,,,HY,1,1,19.4,78.0,"IC, MH",Y,.,.,.,16.9,01103FE75C,,,,,,7/7/23: Caught with PWW. 7/29: Caught with PNS.,,"7/7/23, 7/29/23, 09/10/23","FI, FI, FJ",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89375,PWT,F,07/03/23,,2023,FH,N,,,,,,HY,1,1,19.9,71.3,OS,Y,.,.,.,16.4,01103FE6B6,,,,,,Was with another unbanded bird in the trap (it escaped),"Update: Crest 3, LM 1 9/24/23, ""super hard to get out of trap!""","7/6/23, 7/7/23, 7/10/23, 7/19/2023, 7/29/23, 09,10,23, 9/24/23, 10/1/23, 6/24/24","FG, FH, FG, FH, FD, FH, FF, FG,FG",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,2711-56888,GDW (wasGYW),M,07/03/23,,2023,FM,R,,,,,,.,.,.,.,.,"OS, JM, UE",Y,.,.,.,.,.,,,,,,"Just needed blood, now all measurements are complete as of Summer 2023","Repeat band combo, changed from GYW to GDW 05/29/25",,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89376,PWO,F,07/03/23,,2023,FO,N,,,,,,HY,1,1,20.7,75.0,JM,Y,.,.,.,17.4,01103FE152,,,,,,,,9/17/23,FO,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89377,PWS,F,07/03/23,,2023,FL,N,,,,,,HY,1,1,20.0,70.0,OS,Y,.,.,.,16.2,01103FD947,,,,,,7/10/23: Caught with PWN,,"7/4/23, 7/10/23","FM, FM",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,,3011-89378,PWN,,07/03/23,,2023,FL,N,,,,,,HY,1,1,20.1,79.0,JM,Y,.,.,.,18.8,01103FD9ED,,,,,,"Poor bleeder, and was shaking. After many attemts, we decided to not take the blood. 7/10/23: Took blood and caught with PWS",7/10/23: Took blood (IC),7/10/23,"FM, FM",,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
